id,carat,y,cut,color,clarity
6387,1.0,6.33,3,4,5
6388,0.9,6.15,3,5,5
6389,0.5,5.03,6,2,5
6390,1.24,6.9,2,7,5
6391,1.13,6.67,1,7,4
6392,0.54,5.2,1,3,6
6393,0.57,5.38,1,1,5
6394,2.01,8.19,5,3,8
6395,0.53,5.2,2,2,5
6396,0.42,4.86,2,4,2
6397,0.56,5.22,1,3,6
6398,0.92,6.19,1,3,6
6399,1.04,6.51,2,4,2
6400,1.22,6.76,1,5,5
6401,1.91,7.91,5,6,4
6402,0.3,4.32,2,1,3
6403,0.31,4.29,6,5,5
6404,0.32,4.46,2,2,5
6405,0.32,4.42,2,5,5
6406,0.41,4.76,1,4,5
6407,0.4,4.66,1,1,6
6408,1.01,6.48,3,5,5
6409,0.71,5.72,6,1,7
6410,0.35,4.53,2,4,4
6411,0.7,5.72,6,1,2
6412,0.3,4.22,3,5,2
6413,0.54,5.23,3,2,5
6414,1.0,6.33,3,1,7
6415,0.32,4.45,6,4,4
6416,0.5,5.07,6,3,5
6417,0.42,4.8,2,4,4
6418,0.56,5.33,3,2,3
6419,0.72,5.74,3,2,3
6420,0.33,4.4,1,3,7
6421,0.73,5.73,1,3,7
6422,1.07,6.68,1,3,6
6423,0.3,4.35,2,2,3
6424,0.77,5.95,2,3,6
6425,0.24,4.0,3,3,2
6426,0.51,5.15,2,3,2
6427,0.32,4.48,3,4,5
6428,1.02,6.51,2,5,7
6429,1.04,6.6,2,3,7
6430,1.18,6.74,3,2,7
6431,0.4,4.7,3,3,3
6432,1.0,6.41,5,3,7
6433,0.91,6.42,6,2,5
6434,0.61,5.5,1,6,4
6435,0.3,4.34,2,3,5
6436,0.42,4.84,2,3,4
6437,0.39,4.76,3,4,6
6438,1.01,6.46,2,3,4
6439,0.32,4.41,2,4,5
6440,0.57,5.35,2,4,4
6441,0.5,5.21,3,4,3
6442,0.53,5.26,2,4,5
6443,1.21,6.94,2,4,2
6444,1.53,7.25,1,2,6
6445,0.32,4.37,2,6,4
6446,0.57,5.29,2,1,5
6447,0.9,6.13,1,4,5
6448,0.56,5.32,2,3,5
6449,0.82,5.82,5,4,6
6450,0.38,4.67,3,6,4
6451,1.27,6.94,1,6,6
6452,0.26,4.15,1,5,3
6453,0.24,4.0,3,2,2
6454,0.34,4.53,1,2,6
6455,0.72,5.68,6,3,6
6456,1.52,7.43,2,3,6
6457,0.3,4.3,2,5,5
6458,0.23,3.94,3,2,3
6459,0.3,4.29,2,2,3
6460,0.7,5.75,2,3,6
6461,2.05,7.91,3,5,5
6462,0.44,4.91,3,3,6
6463,0.4,4.8,2,4,7
6464,0.41,4.75,1,1,3
6465,0.31,4.39,2,2,5
6466,1.04,6.47,1,6,6
6467,0.3,4.32,3,2,5
6468,0.7,5.76,2,7,5
6469,0.91,6.23,1,3,7
6470,1.05,6.71,3,2,6
6471,2.01,8.24,3,2,7
6472,0.23,3.97,3,1,5
6473,0.76,5.85,2,5,6
6474,0.59,5.5,3,2,4
6475,1.2,6.87,6,5,7
6476,0.57,5.35,3,4,6
6477,1.5,7.34,1,4,5
6478,1.01,6.47,1,2,7
6479,1.03,6.45,1,3,6
6480,0.97,6.36,6,3,6
6481,0.38,4.7,3,3,5
6482,0.53,5.18,3,1,5
6483,1.42,7.32,1,3,4
6484,1.02,6.37,1,5,7
6485,1.72,7.58,3,6,7
6486,0.35,4.58,2,7,4
6487,1.02,6.34,6,4,4
6488,1.51,7.4,3,4,5
6489,1.52,7.67,5,4,5
6490,1.54,7.37,3,7,4
6491,1.37,7.12,2,4,4
6492,0.45,4.93,2,3,6
6493,0.53,5.2,2,1,5
6494,0.33,4.5,3,4,3
6495,1.04,6.6,2,1,3
6496,0.72,5.7,1,2,7
6497,1.53,7.38,3,5,7
6498,0.32,4.45,1,4,1
6499,0.57,5.35,1,1,5
6500,0.3,4.31,2,3,2
6501,0.31,4.38,2,1,3
6502,0.57,5.35,2,2,3
6503,1.04,6.63,1,1,7
6504,0.34,4.48,1,2,5
6505,1.24,6.88,1,7,5
6506,0.72,5.77,2,3,4
6507,1.02,6.23,5,3,6
6508,0.3,4.28,6,4,5
6509,1.5,7.48,3,1,7
6510,0.34,4.51,2,4,5
6511,0.91,6.3,3,7,5
6512,0.4,4.76,2,1,2
6513,1.65,7.66,3,7,6
6514,2.0,7.99,3,6,5
6515,1.29,6.93,2,5,7
6516,0.3,4.32,2,5,3
6517,0.61,5.52,1,3,7
6518,1.2,6.84,2,6,4
6519,1.11,6.64,1,1,6
6520,1.24,6.89,2,4,4
6521,0.79,6.05,2,3,6
6522,0.7,5.65,3,2,4
6523,1.13,6.75,2,4,3
6524,0.33,4.51,2,3,3
6525,0.71,5.61,1,2,5
6526,1.01,6.47,3,6,6
6527,0.77,5.95,2,7,5
6528,0.97,6.36,1,3,6
6529,0.33,4.46,1,2,6
6530,0.5,5.18,2,1,4
6531,1.7,7.52,6,6,7
6532,1.52,7.55,1,1,6
6533,0.9,6.16,2,3,6
6534,2.08,8.21,1,6,7
6535,0.41,4.75,2,3,4
6536,0.7,5.58,1,4,7
6537,1.3,7.16,1,6,6
6538,0.36,4.52,3,1,6
6539,1.22,6.84,3,7,7
6540,0.33,4.42,3,3,7
6541,1.17,6.78,3,1,7
6542,1.5,7.32,3,2,5
6543,1.05,6.5,3,3,7
6544,1.03,6.62,2,3,2
6545,1.03,6.5,2,5,7
6546,0.5,5.07,3,2,6
6547,1.52,7.35,1,6,8
6548,0.52,5.14,3,2,4
6549,0.31,4.37,1,4,2
6550,1.0,6.41,2,3,6
6551,1.0,6.28,5,1,7
6552,0.28,4.24,2,4,3
6553,1.3,7.17,3,2,6
6554,0.4,4.69,1,1,7
6555,0.32,4.39,2,6,2
6556,1.7,7.67,2,5,5
6557,1.3,7.12,1,3,5
6558,0.32,4.41,2,3,6
6559,1.56,7.39,2,3,6
6560,0.4,4.74,2,7,6
6561,0.9,6.18,6,2,7
6562,1.0,6.3,6,5,6
6563,1.5,7.47,3,2,4
6564,0.3,4.35,2,5,2
6565,1.67,7.57,2,5,4
6566,1.01,6.35,1,5,5
6567,0.38,4.64,3,3,4
6568,1.0,6.39,3,4,5
6569,0.9,6.12,3,5,7
6570,0.92,6.29,2,7,6
6571,0.3,4.33,1,4,4
6572,0.59,5.38,2,1,6
6573,2.5,8.65,3,7,6
6574,1.03,6.35,6,3,5
6575,0.41,4.79,2,4,4
6576,0.24,4.05,3,2,5
6577,0.48,5.03,3,6,4
6578,0.56,5.28,1,2,4
6579,0.41,4.7,6,2,6
6580,0.4,4.8,1,1,5
6581,0.77,5.9,1,3,5
6582,1.0,6.47,2,3,7
6583,0.44,4.9,3,5,2
6584,1.02,6.32,6,2,7
6585,0.52,5.35,5,3,7
6586,0.3,4.34,3,4,6
6587,1.52,7.36,2,4,7
6588,0.43,4.9,1,4,5
6589,0.54,5.21,3,7,5
6590,1.02,6.39,1,4,3
6591,0.9,6.19,1,2,6
6592,1.29,7.01,2,7,6
6593,0.71,5.74,2,6,7
6594,1.04,6.5,2,3,6
6595,1.33,7.11,2,7,4
6596,0.3,4.4,2,4,4
6597,0.43,4.85,2,3,3
6598,1.13,6.86,3,2,7
6599,1.12,6.58,1,5,7
6600,0.3,4.38,1,5,6
6601,1.01,6.5,1,5,7
6602,0.37,4.58,2,2,5
6603,0.54,5.4,6,4,5
6604,1.21,6.85,1,6,6
6605,0.39,4.69,1,2,2
6606,0.3,4.43,3,3,4
6607,0.3,4.37,2,1,6
6608,0.4,4.76,1,3,2
6609,0.43,4.88,2,5,6
6610,0.31,4.36,3,4,4
6611,0.3,4.25,6,6,4
6612,1.5,7.28,1,6,7
6613,1.02,6.45,3,4,1
6614,1.0,6.51,2,3,4
6615,1.25,7.05,1,4,2
6616,0.31,4.32,1,5,6
6617,1.18,6.76,2,6,5
6618,1.19,6.79,1,6,6
6619,1.26,6.98,2,3,6
6620,0.32,4.37,6,2,5
6621,1.4,7.14,2,3,2
6622,1.5,7.26,3,7,6
6623,0.54,5.28,2,3,7
6624,0.4,4.77,3,1,5
6625,1.12,6.73,3,2,4
6626,0.73,5.76,6,2,6
6627,1.52,7.39,1,5,6
6628,1.51,7.34,2,5,6
6629,1.26,6.84,3,5,5
6630,1.2,6.74,6,7,4
6631,0.51,5.07,2,6,6
6632,0.83,5.95,6,7,6
6633,0.3,4.33,2,6,2
6634,0.31,4.35,2,1,4
6635,0.3,4.21,3,5,3
6636,0.31,4.36,1,5,4
6637,0.57,5.34,2,2,4
6638,0.7,5.64,6,1,3
6639,0.75,5.89,3,5,3
6640,1.0,6.42,2,1,5
6641,0.35,4.55,2,1,5
6642,0.45,4.73,5,3,5
6643,1.21,6.79,3,1,5
6644,0.42,4.79,2,5,2
6645,0.42,4.78,1,6,6
6646,0.32,4.43,2,3,5
6647,1.23,6.81,1,4,6
6648,1.21,6.89,2,3,2
6649,0.3,4.28,6,4,7
6650,2.02,7.84,5,7,7
6651,0.36,4.61,2,2,4
6652,1.2,6.59,6,6,6
6653,0.4,4.72,3,4,6
6654,0.26,4.11,2,6,4
6655,0.33,4.46,3,1,5
6656,0.72,5.85,2,2,6
6657,0.55,5.22,2,2,4
6658,1.34,7.08,3,7,7
6659,0.33,4.44,2,4,4
6660,1.1,6.48,6,3,7
6661,1.21,6.63,6,3,7
6662,1.13,6.73,1,5,6
6663,1.12,6.77,1,1,3
6664,0.41,4.8,2,4,7
6665,0.3,4.27,6,7,4
6666,1.02,6.54,1,2,7
6667,1.31,7.05,2,6,4
6668,1.3,7.0,2,3,7
6669,0.42,4.81,1,3,6
6670,0.34,4.48,3,2,2
6671,1.35,7.1,1,7,6
6672,1.02,6.54,3,3,7
6673,1.04,6.51,1,5,5
6674,1.0,6.37,1,3,6
6675,0.71,5.75,1,1,6
6676,0.35,4.53,2,3,3
6677,0.51,5.05,3,3,5
6678,1.14,6.62,6,6,6
6679,0.79,5.92,1,6,6
6680,0.38,4.71,2,5,2
6681,0.31,4.3,3,3,6
6682,0.32,4.33,6,6,6
6683,0.73,5.83,3,3,2
6684,1.09,6.67,2,7,6
6685,0.35,4.48,1,1,7
6686,0.31,4.37,3,3,5
6687,0.54,5.28,2,4,4
6688,1.51,7.28,6,5,7
6689,1.5,7.38,3,2,5
6690,0.72,5.75,2,6,5
6691,0.5,4.91,5,4,4
6692,1.54,7.36,3,4,4
6693,0.72,5.76,1,3,7
6694,0.31,4.38,2,5,5
6695,0.38,4.72,2,3,3
6696,1.07,6.58,2,2,7
6697,0.8,6.02,2,2,5
6698,0.64,5.53,6,5,4
6699,1.4,7.16,1,5,6
6700,0.72,5.8,2,3,6
6701,0.9,6.28,3,3,7
6702,0.7,5.63,1,5,7
6703,0.41,4.69,3,2,6
6704,0.3,4.36,2,5,5
6705,1.04,6.54,3,3,4
6706,0.5,4.89,5,4,8
6707,0.3,4.31,3,2,5
6708,2.13,8.27,2,6,7
6709,0.41,4.78,3,5,6
6710,0.3,4.3,1,3,3
6711,0.57,5.27,6,4,5
6712,1.56,7.55,3,3,6
6713,1.03,6.55,6,6,5
6714,0.81,6.1,2,2,7
6715,1.05,6.5,2,3,7
6716,1.1,6.7,1,4,6
6717,0.82,5.98,1,4,7
6718,1.52,7.56,1,6,6
6719,1.0,6.4,1,4,4
6720,0.5,5.18,3,3,2
6721,0.3,4.27,1,4,4
6722,0.61,5.47,3,2,1
6723,0.32,4.4,2,4,4
6724,0.3,4.3,1,3,5
6725,1.06,6.56,3,1,5
6726,1.51,7.19,6,6,4
6727,0.43,4.82,6,3,6
6728,0.52,5.34,3,5,4
6729,1.01,6.4,6,3,6
6730,1.13,6.68,2,3,8
6731,1.5,7.27,1,4,6
6732,1.58,7.54,2,5,5
6733,1.01,6.42,3,2,6
6734,0.9,6.23,3,7,4
6735,1.19,6.79,3,7,7
6736,1.51,7.25,3,1,5
6737,1.07,6.47,3,4,5
6738,0.7,5.67,1,3,6
6739,0.31,4.3,6,4,5
6740,0.56,5.35,2,1,5
6741,0.33,4.46,1,5,4
6742,1.53,7.45,1,4,5
6743,0.35,4.58,2,6,5
6744,0.35,4.55,2,1,2
6745,0.53,5.06,6,6,6
6746,0.85,5.79,5,6,6
6747,0.7,5.6,1,1,6
6748,1.22,6.87,2,7,4
6749,1.35,7.01,2,4,8
6750,1.57,7.44,2,2,7
6751,1.15,6.68,1,4,7
6752,1.0,6.29,1,3,5
6753,0.5,5.06,3,3,6
6754,2.25,8.41,1,5,6
6755,0.35,4.59,1,2,5
6756,0.3,4.28,2,3,4
6757,0.58,5.41,2,1,2
6758,1.07,6.48,1,5,6
6759,0.28,4.26,3,3,4
6760,2.01,8.01,3,4,7
6761,0.39,4.81,3,2,6
6762,0.31,4.43,2,4,2
6763,0.54,5.21,2,5,2
6764,2.02,8.01,2,6,7
6765,0.35,4.53,2,5,1
6766,0.24,3.98,3,3,3
6767,0.23,3.97,3,1,5
6768,0.41,4.75,3,4,2
6769,1.07,6.63,3,5,5
6770,1.18,6.73,2,6,5
6771,0.34,4.5,1,5,6
6772,0.25,4.0,3,1,4
6773,1.23,6.72,2,5,7
6774,0.54,5.2,3,2,7
6775,0.26,4.13,2,5,4
6776,1.52,7.33,3,3,5
6777,0.54,5.26,2,2,3
6778,1.57,7.5,1,7,7
6779,0.58,5.4,3,3,6
6780,0.38,4.69,2,2,5
6781,1.03,6.57,2,2,6
6782,1.6,7.49,2,2,7
6783,1.0,6.34,3,3,5
6784,1.02,6.47,3,5,4
6785,1.02,6.37,2,6,6
6786,0.41,4.75,1,6,2
6787,0.4,4.78,2,2,2
6788,1.26,6.85,3,2,7
6789,0.54,5.16,1,3,4
6790,0.72,5.7,1,6,1
6791,0.71,5.76,2,4,6
6792,0.81,5.91,2,2,7
6793,0.57,5.33,1,3,7
6794,0.52,5.13,1,4,5
6795,2.12,8.26,1,5,6
6796,0.9,6.18,2,3,6
6797,0.9,6.22,1,5,3
6798,0.31,4.25,6,5,4
6799,0.35,4.58,2,4,4
6800,2.03,8.14,3,4,7
6801,0.4,4.7,6,3,6
6802,0.9,6.17,6,2,6
6803,0.53,5.22,2,5,6
6804,0.74,5.78,3,5,5
6805,1.11,6.62,2,4,5
6806,0.32,4.34,1,5,2
6807,0.29,4.25,2,4,3
6808,0.59,5.41,2,4,3
6809,0.23,3.97,3,2,2
6810,0.9,6.19,2,4,6
6811,0.5,5.14,2,6,5
6812,0.7,5.63,3,4,6
6813,0.82,6.06,3,1,6
6814,0.29,4.2,1,6,5
6815,0.36,4.61,2,3,1
6816,1.0,6.34,6,3,6
6817,0.41,4.79,2,4,1
6818,1.51,7.2,6,1,6
6819,0.32,4.36,2,2,5
6820,0.3,4.26,1,7,4
6821,2.0,7.85,3,7,7
6822,1.05,6.52,2,4,5
6823,0.41,4.79,2,7,4
6824,0.5,5.16,3,4,6
6825,0.6,5.42,2,3,4
6826,0.72,5.73,1,5,7
6827,1.06,6.55,2,3,4
6828,0.55,5.27,2,2,6
6829,0.28,4.23,2,6,4
6830,1.06,6.45,1,2,6
6831,1.1,6.59,3,5,6
6832,0.51,5.15,2,6,7
6833,0.41,4.83,1,2,4
6834,0.41,4.8,2,2,4
6835,0.63,5.53,2,2,4
6836,0.4,4.71,1,5,6
6837,0.4,4.77,1,1,6
6838,0.3,4.3,1,4,4
6839,1.08,6.57,2,4,7
6840,0.78,5.88,2,3,5
6841,0.55,5.3,2,3,6
6842,1.5,7.39,2,6,8
6843,0.44,4.95,2,1,5
6844,1.06,6.68,2,4,3
6845,1.54,7.46,1,3,6
6846,1.0,6.26,6,5,5
6847,0.33,4.47,1,2,6
6848,0.35,4.52,2,2,5
6849,0.81,5.84,3,6,4
6850,1.2,6.79,3,7,5
6851,0.42,4.84,2,4,7
6852,0.33,4.47,2,4,6
6853,1.62,7.48,2,5,5
6854,1.01,6.42,6,2,6
6855,1.21,6.91,3,4,3
6856,0.53,5.17,2,3,4
6857,0.4,4.77,2,5,6
6858,0.46,4.85,3,6,2
6859,0.71,5.72,1,3,4
6860,0.72,5.73,3,3,5
6861,1.53,7.38,6,5,8
6862,1.13,6.76,1,7,7
6863,0.41,4.85,1,4,5
6864,0.54,5.26,3,4,3
6865,0.72,5.64,5,2,5
6866,0.41,4.78,3,5,6
6867,1.01,6.41,6,4,7
6868,0.62,5.52,1,7,5
6869,0.27,4.18,2,2,3
6870,0.9,6.0,5,4,7
6871,2.1,8.07,6,5,6
6872,0.38,4.67,2,2,4
6873,0.31,4.42,2,4,2
6874,0.23,3.97,2,3,5
6875,0.31,4.39,2,4,1
6876,0.38,4.7,2,2,2
6877,0.7,5.56,3,1,5
6878,1.6,7.44,1,4,6
6879,0.57,5.28,1,2,6
6880,0.91,6.24,1,6,7
6881,0.3,4.24,2,3,6
6882,0.9,6.27,3,6,6
6883,1.0,6.33,6,3,6
6884,1.02,6.41,3,3,2
6885,0.32,4.4,2,5,5
6886,0.38,4.73,3,2,3
6887,0.7,5.72,3,5,6
6888,0.38,4.74,2,1,2
6889,1.55,7.54,2,1,5
6890,0.71,5.79,2,5,4
6891,0.8,5.98,2,2,5
6892,0.71,5.64,2,5,7
6893,0.41,4.77,2,1,6
6894,0.5,5.14,2,4,5
6895,0.33,4.52,1,4,6
6896,2.27,8.4,1,6,6
6897,1.1,6.64,2,6,6
6898,0.27,4.17,3,4,3
6899,1.03,6.5,2,3,4
6900,0.32,4.43,2,3,3
6901,0.76,5.78,1,3,6
6902,2.02,8.14,2,5,6
6903,1.01,6.5,1,3,6
6904,0.7,5.31,5,4,8
6905,1.33,7.04,2,5,6
6906,1.6,7.5,2,2,6
6907,0.4,4.8,2,7,6
6908,1.19,6.8,2,2,7
6909,0.51,5.08,3,2,5
6910,0.54,5.26,2,2,3
6911,1.01,6.44,2,4,5
6912,2.58,9.01,3,1,7
6913,0.53,5.26,2,5,5
6914,1.08,6.55,2,7,6
6915,0.72,5.85,2,2,6
6916,0.32,4.43,2,2,3
6917,1.15,6.77,1,3,7
6918,0.41,4.77,1,2,6
6919,0.7,5.72,2,1,6
6920,0.4,4.66,3,5,4
6921,0.41,4.8,2,3,6
6922,1.01,6.44,2,2,3
6923,1.11,6.46,3,7,5
6924,0.31,4.44,1,7,6
6925,0.54,5.28,3,7,6
6926,0.39,4.8,6,3,3
6927,1.7,7.55,1,5,7
6928,0.52,5.17,1,4,4
6929,0.7,5.8,3,3,6
6930,0.9,6.2,2,2,7
6931,1.5,7.45,1,1,7
6932,0.75,5.81,1,7,6
6933,1.41,7.17,1,5,5
6934,0.3,4.28,2,2,4
6935,0.79,5.89,3,2,2
6936,1.12,6.58,1,4,4
6937,0.31,4.3,2,4,1
6938,0.58,5.35,2,2,4
6939,0.5,5.1,2,1,5
6940,0.97,6.21,6,6,5
6941,0.7,5.64,3,1,2
6942,0.42,4.87,2,3,3
6943,2.01,8.14,3,6,4
6944,1.0,6.33,1,4,7
6945,0.41,4.76,1,2,6
6946,1.05,6.48,1,6,8
6947,1.4,7.16,1,4,7
6948,1.12,6.59,1,5,6
6949,0.9,6.09,1,1,7
6950,0.38,4.63,2,2,3
6951,0.38,4.66,3,3,2
6952,1.0,6.52,6,7,6
6953,0.26,4.06,3,2,2
6954,0.33,4.42,1,4,3
6955,1.02,6.28,5,5,6
6956,1.05,6.44,2,2,4
6957,1.5,7.29,3,3,5
6958,0.73,5.72,6,2,7
6959,0.31,4.37,2,5,4
6960,2.4,8.5,2,7,6
6961,0.32,4.42,2,6,3
6962,0.92,6.22,2,7,5
6963,0.33,4.42,3,4,4
6964,0.44,4.86,3,3,7
6965,0.28,4.26,2,3,3
6966,0.92,6.17,6,3,6
6967,0.27,4.17,3,3,2
6968,0.51,5.16,3,4,5
6969,0.32,4.42,1,3,5
6970,2.09,8.12,3,6,7
6971,0.7,5.9,3,5,5
6972,1.01,6.39,2,3,4
6973,1.23,6.94,1,4,4
6974,0.5,5.16,3,4,3
6975,0.51,5.12,2,2,5
6976,0.39,4.71,3,3,6
6977,0.26,4.08,3,3,5
6978,0.52,5.21,2,3,5
6979,0.24,3.96,1,5,2
6980,0.81,6.01,2,3,3
6981,0.5,5.03,6,5,3
6982,0.77,5.9,1,2,7
6983,0.71,5.67,1,3,7
6984,0.71,5.72,2,3,4
6985,1.53,7.41,3,2,6
6986,0.45,5.02,3,4,2
6987,0.37,4.61,1,4,6
6988,0.31,4.23,6,3,5
6989,1.5,7.37,1,3,4
6990,0.7,5.77,2,1,7
6991,1.08,6.57,2,3,6
6992,1.16,6.65,1,6,5
6993,1.2,6.68,1,5,6
6994,0.33,4.47,2,2,5
6995,1.4,7.25,3,4,5
6996,0.91,6.21,3,5,5
6997,0.32,4.49,3,3,4
6998,0.52,5.27,3,3,6
6999,1.39,7.18,2,6,7
7000,1.03,6.25,5,2,7
7001,0.73,5.93,3,4,6
7002,0.7,5.73,6,1,5
7003,0.27,4.18,3,3,5
7004,1.06,6.58,2,4,5
7005,0.3,4.39,2,5,2
7006,0.9,6.02,6,5,6
7007,0.9,6.1,3,7,5
7008,1.15,6.77,1,4,2
7009,1.1,6.63,3,4,5
7010,0.7,5.82,2,3,6
7011,0.51,5.15,2,3,5
7012,1.0,6.3,6,5,7
7013,0.41,4.81,2,3,3
7014,0.7,5.63,3,2,4
7015,1.0,6.62,3,3,4
7016,0.3,4.26,3,2,5
7017,0.42,4.89,3,5,6
7018,0.31,4.39,1,1,6
7019,0.38,4.69,2,3,7
7020,0.51,5.05,3,2,6
7021,0.95,6.37,3,2,7
7022,0.3,4.3,1,3,6
7023,1.01,6.42,1,3,4
7024,0.43,4.79,2,5,6
7025,0.5,5.0,3,1,7
7026,1.32,6.97,2,3,5
7027,0.7,5.69,2,4,6
7028,0.7,5.74,3,1,7
7029,0.36,4.62,2,3,1
7030,1.51,7.45,2,4,3
7031,0.4,4.76,2,2,6
7032,0.55,5.25,1,4,4
7033,0.65,5.63,2,5,6
7034,1.52,7.31,1,2,5
7035,1.29,6.99,2,1,4
7036,0.31,4.4,2,6,2
7037,0.31,4.44,2,1,5
7038,0.9,6.06,6,3,5
7039,1.08,6.49,1,5,5
7040,1.51,7.42,1,5,2
7041,1.01,6.49,2,2,6
7042,1.02,6.41,1,4,7
7043,0.41,4.77,1,4,4
7044,1.07,6.56,3,4,3
7045,0.41,4.78,2,3,5
7046,0.4,4.83,1,3,5
7047,1.22,6.87,6,5,7
7048,1.15,6.78,3,1,5
7049,1.23,6.88,2,5,5
7050,0.37,4.66,1,1,3
7051,1.06,6.5,1,6,6
7052,1.7,7.57,1,6,7
7053,0.34,4.58,2,3,6
7054,1.17,6.81,2,7,6
7055,0.5,5.13,2,2,4
7056,0.3,4.28,6,4,3
7057,1.01,6.29,6,2,6
7058,1.04,6.57,2,7,3
7059,1.0,6.32,1,2,5
7060,0.33,4.43,2,3,5
7061,1.7,7.68,1,4,5
7062,0.41,4.83,1,2,4
7063,0.81,6.13,1,5,5
7064,1.01,6.57,3,1,3
7065,1.11,6.65,1,4,5
7066,0.32,4.43,2,4,4
7067,0.3,4.24,1,1,6
7068,0.5,5.03,6,1,7
7069,0.71,5.74,2,3,2
7070,1.15,6.66,1,4,7
7071,0.4,4.64,5,4,5
7072,0.7,5.74,3,3,6
7073,0.7,5.85,6,5,5
7074,1.19,6.66,1,5,6
7075,1.06,6.51,6,7,5
7076,0.33,4.45,2,5,3
7077,0.74,5.85,2,5,3
7078,1.06,6.49,3,5,4
7079,0.72,5.77,3,4,5
7080,0.9,6.2,2,6,7
7081,1.11,6.77,1,7,6
7082,1.01,6.33,1,2,4
7083,1.01,6.4,1,4,6
7084,0.31,4.35,3,3,2
7085,0.39,4.63,2,3,4
7086,0.31,4.33,2,4,4
7087,0.82,6.01,2,4,3
7088,0.9,6.13,3,5,4
7089,0.61,5.48,2,3,3
7090,0.8,5.98,3,4,3
7091,0.5,5.08,2,3,3
7092,1.04,6.56,1,2,6
7093,1.01,6.31,6,4,5
7094,1.51,7.35,3,5,6
7095,0.72,5.7,3,2,6
7096,0.38,4.63,2,3,4
7097,2.01,8.01,1,6,5
7098,0.51,5.12,3,6,6
7099,2.01,8.0,1,6,7
7100,0.51,5.18,2,5,1
7101,1.0,6.39,1,4,3
7102,0.54,5.28,1,3,7
7103,0.33,4.5,2,5,5
7104,1.06,6.46,1,5,7
7105,0.77,5.87,2,7,6
7106,0.7,5.52,5,4,8
7107,1.22,6.86,2,6,4
7108,0.71,5.8,2,5,3
7109,0.34,4.49,1,7,5
7110,1.0,6.44,1,2,6
7111,1.03,6.46,2,2,7
7112,0.71,5.69,1,4,5
7113,1.1,6.65,2,6,5
7114,0.42,4.8,3,3,6
7115,1.13,6.71,2,2,3
7116,0.32,4.46,2,6,5
7117,0.31,4.43,2,3,1
7118,0.3,4.34,1,6,4
7119,1.5,7.26,1,5,3
7120,0.5,5.16,2,5,4
7121,0.77,5.9,1,2,6
7122,0.56,5.35,2,2,6
7123,1.0,6.33,6,5,7
7124,1.01,6.38,3,2,7
7125,1.01,6.45,1,3,3
7126,0.9,6.19,1,6,6
7127,0.3,4.26,1,2,5
7128,0.9,6.07,6,1,6
7129,0.31,4.36,1,4,4
7130,0.71,5.76,2,1,6
7131,1.35,7.13,3,7,6
7132,0.33,4.47,2,6,1
7133,1.12,6.8,3,2,6
7134,0.33,4.39,1,4,3
7135,1.01,6.51,3,6,4
7136,0.31,4.27,3,1,6
7137,1.01,6.4,6,4,6
7138,1.5,7.43,1,6,6
7139,0.57,5.27,1,6,7
7140,2.0,8.24,6,5,5
7141,0.7,5.71,2,3,6
7142,0.72,5.85,2,5,4
7143,0.41,4.8,1,4,5
7144,1.21,6.91,1,7,5
7145,1.18,6.78,2,5,6
7146,2.09,8.12,1,5,5
7147,0.55,5.19,3,6,7
7148,1.28,7.16,6,7,4
7149,0.31,4.37,2,2,5
7150,1.0,6.39,1,2,7
7151,1.01,6.29,6,4,4
7152,0.31,4.31,6,6,6
7153,0.4,4.84,3,2,5
7154,0.35,4.55,2,2,2
7155,0.54,5.25,2,1,5
7156,0.84,6.12,3,4,7
7157,1.51,7.34,3,6,4
7158,0.58,5.47,3,5,6
7159,0.28,4.18,1,2,2
7160,0.35,4.61,1,2,3
7161,0.8,5.97,1,2,6
7162,0.76,5.81,3,5,6
7163,1.06,6.54,3,2,1
7164,0.52,5.13,3,4,6
7165,0.38,4.66,2,3,5
7166,0.4,4.69,1,5,2
7167,0.41,4.85,3,4,4
7168,0.7,5.75,3,5,6
7169,1.5,7.26,2,5,7
7170,0.3,4.29,6,7,6
7171,0.91,6.16,6,5,6
7172,0.9,6.18,2,2,5
7173,1.07,6.52,2,4,6
7174,2.01,7.97,1,5,7
7175,0.39,4.62,1,1,3
7176,0.34,4.43,6,1,5
7177,0.53,5.31,1,1,4
7178,0.9,6.13,1,2,5
7179,1.08,6.67,3,1,4
7180,0.3,4.42,3,2,7
7181,0.39,4.7,1,1,5
7182,0.32,4.42,2,6,4
7183,1.42,7.19,1,5,6
7184,1.02,6.44,1,4,5
7185,0.24,3.98,3,6,2
7186,0.51,5.18,2,5,2
7187,0.31,4.26,3,6,4
7188,0.51,5.09,2,4,3
7189,0.58,5.33,3,7,5
7190,0.34,4.44,2,2,4
7191,0.34,4.58,1,3,7
7192,1.03,6.54,3,4,6
7193,1.21,6.89,3,1,7
7194,1.0,6.36,3,1,4
7195,2.05,8.18,3,3,7
7196,1.01,6.43,2,5,4
7197,0.7,5.61,6,5,3
7198,0.53,5.18,2,1,5
7199,0.3,4.35,2,3,3
7200,0.3,4.37,2,2,4
7201,0.36,4.57,1,4,6
7202,0.76,5.87,2,1,4
7203,0.7,5.72,1,3,6
7204,0.4,4.67,1,3,4
7205,0.37,4.71,1,4,4
7206,0.75,5.8,6,2,5
7207,1.04,6.44,3,4,4
7208,1.21,6.77,2,4,5
