price,carat,y,cut,color,clarity
2822,0.7,5.71,1,2,4
1057,0.52,5.13,3,3,7
4423,1.35,7.09,2,7,6
7666,1.21,6.87,2,4,5
13995,1.51,7.33,2,4,4
3362,0.78,6.0,2,3,6
11957,1.51,7.37,1,3,6
5075,1.14,6.67,2,6,5
2508,0.71,5.62,3,1,6
581,0.3,4.34,3,5,3
1721,0.53,5.21,2,4,4
5669,1.2,6.72,1,5,6
10804,1.04,6.51,2,3,3
3508,0.9,6.12,3,2,6
734,0.31,4.34,2,2,4
2401,0.7,5.66,6,3,6
671,0.31,4.42,2,4,3
7677,1.36,7.13,1,2,7
1064,0.36,4.62,2,1,4
4371,1.13,6.71,2,7,7
10896,1.76,7.77,2,4,6
505,0.36,4.57,3,6,5
1446,0.5,5.04,3,2,5
1608,0.57,5.36,2,4,5
17598,1.38,7.39,3,3,1
2415,0.7,5.7,2,3,6
2046,0.58,5.34,3,3,4
998,0.38,4.64,2,1,5
13483,1.52,7.39,1,4,5
556,0.26,4.12,2,2,4
3599,1.02,6.39,1,7,7
11115,2.01,8.19,6,6,5
4368,1.0,6.17,5,5,4
10497,1.52,7.55,3,5,4
1358,0.43,4.9,2,3,2
587,0.41,4.81,2,7,5
999,0.34,4.56,3,3,1
765,0.34,4.4,3,5,4
756,0.32,4.36,2,1,6
5396,1.0,6.34,2,2,6
468,0.26,4.07,3,5,3
8688,1.01,6.46,2,3,3
5702,1.02,6.49,2,2,6
15076,2.0,8.0,3,7,3
18139,2.03,8.06,1,5,5
586,0.31,4.33,2,4,4
18741,2.01,7.97,2,4,6
11214,1.0,6.39,3,2,1
906,0.33,4.5,2,2,2
2409,0.7,5.7,3,1,6
1431,0.41,4.8,1,2,2
565,0.34,4.49,2,2,6
2728,0.74,5.93,3,2,7
4157,1.16,6.84,1,5,7
1177,0.51,5.12,2,2,7
3197,1.01,6.13,5,3,6
1800,0.61,5.4,1,4,5
506,0.26,4.13,3,2,3
816,0.31,4.32,1,2,4
8359,1.07,6.49,1,1,4
833,0.37,4.57,2,2,6
2710,0.7,5.48,5,4,3
367,0.2,3.71,3,2,5
563,0.25,4.11,5,1,4
10443,1.11,6.71,2,1,5
596,0.4,4.74,3,4,7
956,0.39,4.68,2,3,4
907,0.41,4.73,3,1,6
2384,0.7,5.5,5,4,4
2157,0.63,5.46,3,4,4
10203,1.27,7.01,1,4,3
4333,1.0,6.3,1,3,7
1651,0.71,5.64,6,6,6
988,0.31,4.33,1,4,1
2813,0.91,6.05,6,6,5
1010,0.39,4.64,1,3,4
3217,0.71,5.74,2,1,5
702,0.32,4.39,3,2,5
683,0.41,4.93,2,2,7
421,0.31,4.39,2,5,6
5087,1.03,6.6,1,3,6
878,0.31,4.37,2,3,2
698,0.31,4.29,6,2,6
5140,1.21,6.84,1,5,7
3420,0.93,6.05,3,3,7
683,0.41,4.74,6,5,6
887,0.35,4.59,2,4,2
11043,1.7,7.63,1,4,7
8978,1.61,7.51,1,6,6
5587,1.16,6.78,2,6,5
945,0.4,4.68,1,2,6
8069,1.24,6.86,2,5,3
5086,0.92,6.21,3,1,6
3810,0.9,6.13,1,5,5
839,0.31,4.4,2,4,1
4753,1.0,6.37,3,1,7
1096,0.38,4.67,2,3,2
684,0.39,4.7,1,6,7
849,0.31,4.54,6,4,2
672,0.32,4.31,3,2,6
1153,0.41,4.8,1,2,4
5808,1.32,7.04,2,7,4
4159,0.94,6.27,1,4,6
1662,0.51,5.05,3,2,5
901,0.31,4.38,2,3,1
1813,0.53,5.17,2,4,4
1872,0.58,5.4,3,4,3
9892,1.5,7.32,6,4,6
889,0.41,4.74,3,3,4
722,0.42,4.8,6,3,6
2777,0.98,5.97,5,5,7
14737,1.24,6.94,2,1,3
574,0.3,4.28,1,1,7
830,0.41,4.68,6,7,4
9157,1.5,7.36,1,2,7
2591,0.8,5.99,3,6,5
935,0.41,4.79,2,2,5
756,0.32,4.41,2,1,6
6041,1.01,5.99,5,3,5
3145,0.9,5.95,5,4,6
5996,1.33,6.99,2,7,6
905,0.46,4.99,2,2,6
1007,0.41,4.73,3,1,5
6499,1.01,6.42,1,4,4
2775,0.74,5.84,3,3,5
2386,0.71,5.68,1,2,7
5016,1.2,6.85,3,5,7
4211,1.18,6.7,1,1,7
618,0.26,4.13,2,3,4
452,0.28,4.24,3,2,4
15316,1.54,7.33,1,2,5
789,0.36,4.63,2,2,5
2169,0.71,5.62,1,3,7
660,0.29,4.42,3,4,4
2450,0.71,5.76,2,6,2
1698,0.56,5.25,1,4,5
7234,1.01,6.38,3,4,3
6334,1.22,6.89,3,4,6
7950,1.56,7.19,5,4,7
1013,0.3,4.27,1,4,2
2319,0.71,5.75,2,6,6
1630,0.55,5.28,1,2,6
1206,0.56,5.24,1,2,7
5255,1.06,6.52,2,5,6
739,0.43,4.84,6,2,6
823,0.42,4.82,2,5,3
4426,1.0,6.39,3,2,7
500,0.31,4.42,2,4,5
10012,1.51,7.29,1,5,6
4320,1.01,6.49,6,5,6
526,0.3,4.28,3,5,4
1665,0.64,5.53,3,4,6
919,0.34,4.54,2,3,2
625,0.31,4.33,2,3,5
1229,0.59,5.32,1,2,7
776,0.3,4.29,1,3,5
1425,0.56,5.22,3,3,6
1306,0.6,5.4,6,3,7
7480,1.11,6.84,6,2,5
463,0.33,4.42,3,6,5
3266,0.93,6.28,2,3,7
2895,0.7,5.76,3,3,4
906,0.35,4.51,2,3,5
1013,0.3,4.23,3,4,2
878,0.3,4.26,1,5,2
3710,0.71,5.76,2,3,4
814,0.3,4.33,2,1,3
1244,0.52,5.09,6,4,6
5704,1.05,6.58,2,5,6
16900,2.03,8.1,1,5,6
336,0.24,3.96,3,7,3
558,0.31,4.36,1,5,6
2846,0.73,5.95,2,2,6
6669,1.06,6.71,1,2,4
958,0.39,4.7,2,3,4
651,0.3,4.32,2,1,4
4679,1.03,6.46,3,1,7
4334,0.88,6.13,2,5,2
897,0.31,4.38,2,3,2
1949,0.56,5.34,2,5,4
1000,0.38,4.65,2,2,4
8294,1.21,6.83,1,4,5
642,0.28,4.21,3,2,2
4181,0.83,6.03,2,4,4
975,0.31,4.41,2,3,2
5123,1.07,6.55,1,5,6
3602,0.7,5.76,2,3,2
1973,0.7,5.68,2,5,7
702,0.32,4.38,2,2,5
1161,0.53,5.13,3,4,6
720,0.32,4.4,1,6,3
3669,1.0,5.99,5,3,6
623,0.27,4.19,1,5,3
10380,1.5,7.36,3,5,6
900,0.4,4.66,1,4,6
2982,0.71,5.68,1,2,5
1050,0.4,4.73,1,1,5
612,0.28,4.25,3,2,3
2834,0.78,5.95,2,6,5
812,0.38,4.67,2,2,7
756,0.32,4.32,1,6,2
872,0.31,4.37,2,2,5
5226,1.22,6.85,2,6,7
1436,0.5,5.13,2,3,5
921,0.42,4.79,1,4,4
10214,1.52,7.33,1,2,7
928,0.33,4.42,2,2,5
2781,1.01,6.36,1,3,8
4242,1.01,6.4,1,5,7
789,0.31,4.4,2,4,2
625,0.31,4.38,2,3,5
842,0.35,4.59,3,3,4
1035,0.4,4.69,1,5,4
1397,0.4,4.7,1,2,2
13724,1.56,7.55,2,4,6
625,0.31,4.37,2,3,5
11212,2.01,7.78,5,7,6
5269,1.3,6.87,6,7,5
3634,1.03,6.52,2,3,8
4282,1.03,6.45,3,3,6
638,0.32,4.34,6,2,4
1691,0.56,5.31,2,5,4
1340,0.56,5.4,3,4,6
1035,0.4,4.74,2,6,3
3293,1.05,6.48,1,2,8
6058,1.02,6.57,3,4,5
945,0.4,4.81,1,5,5
911,0.3,4.25,2,1,5
658,0.3,4.31,1,2,5
16889,1.54,7.54,1,1,5
671,0.32,4.44,2,1,5
2524,0.6,5.42,2,4,2
880,0.34,4.56,1,3,5
1593,0.52,5.22,2,5,5
4077,1.0,6.33,2,2,7
792,0.33,4.41,2,2,5
1429,0.5,5.24,6,4,4
4928,1.0,6.44,1,1,7
13720,1.5,7.12,6,4,4
1088,0.42,4.89,6,3,4
787,0.3,4.25,1,4,4
9452,1.54,7.45,2,5,7
1980,0.75,5.91,1,4,6
3816,0.84,6.02,3,1,6
756,0.31,4.36,2,2,5
489,0.31,4.32,3,6,4
12561,1.64,7.67,2,5,5
3192,0.75,5.9,2,2,5
2952,0.7,5.68,2,2,5
12799,2.04,7.93,5,2,7
9448,1.13,6.74,2,1,4
1956,0.53,5.24,2,4,2
3105,0.75,5.97,1,1,6
7768,1.2,6.86,2,5,4
625,0.31,4.33,6,4,4
1676,0.5,5.07,1,2,5
1857,0.53,5.23,2,1,5
2294,0.8,5.95,3,5,7
2330,0.73,5.72,2,5,6
1935,0.5,5.05,2,4,3
1976,0.61,5.5,6,5,3
15451,2.0,7.94,2,5,5
847,0.42,4.83,2,4,5
626,0.34,4.56,2,1,6
3582,0.71,5.77,2,1,4
730,0.32,4.43,2,5,2
7568,1.21,6.8,3,4,5
1038,0.5,5.2,2,4,7
2010,0.56,5.31,3,4,3
1737,0.58,5.41,2,1,6
1822,0.52,5.2,2,1,5
1024,0.42,4.75,1,2,5
10736,1.67,7.6,1,6,5
643,0.36,4.49,1,1,7
521,0.33,4.4,6,6,4
2138,0.9,6.14,5,2,8
3544,1.06,6.58,2,3,8
1915,0.38,4.72,2,1,2
4203,1.2,6.81,1,1,7
11923,1.51,7.3,3,4,5
12633,2.11,8.25,1,5,7
4353,1.18,6.79,3,7,7
8120,1.04,6.54,2,4,2
2994,1.24,6.85,1,7,8
2801,0.71,5.64,1,3,5
436,0.25,4.01,2,3,5
12717,1.56,7.5,2,2,5
5319,1.28,7.03,6,6,5
439,0.27,4.16,3,4,4
7037,1.32,6.97,2,2,7
2712,0.56,5.33,2,2,3
429,0.28,4.2,3,5,4
775,0.34,4.45,6,5,2
15079,1.53,7.51,3,3,4
4543,1.04,6.48,2,6,6
3780,0.9,6.17,1,1,7
564,0.3,4.32,2,2,6
1143,0.41,4.74,3,3,2
1300,0.39,4.73,2,2,3
7126,1.29,7.01,2,3,7
15474,2.1,8.34,3,6,6
1266,0.54,5.3,2,2,7
14428,2.01,8.06,1,6,7
648,0.41,4.79,2,7,4
9818,1.55,7.47,3,5,6
920,0.41,4.64,2,1,6
2039,0.57,5.3,2,4,3
2762,0.73,5.74,2,3,5
2497,0.72,5.75,6,5,5
630,0.35,4.5,1,6,5
802,0.31,4.3,2,3,5
1372,0.63,5.49,2,6,6
2395,0.53,5.32,3,3,1
3360,1.0,6.33,1,6,6
12228,1.7,7.54,3,5,5
1193,0.42,4.81,3,5,2
4078,1.06,6.6,1,2,6
4182,0.93,6.29,1,3,6
743,0.33,4.49,1,4,5
571,0.31,4.36,2,1,6
2343,0.71,5.66,1,2,7
2242,0.55,5.28,2,3,3
624,0.36,4.58,1,6,6
5204,1.01,6.49,2,4,6
698,0.31,4.34,2,4,5
3926,1.01,6.19,6,5,7
1993,0.59,5.37,3,2,4
10457,1.71,7.55,1,5,4
1122,0.41,4.78,3,3,2
3360,0.51,4.96,1,3,6
936,0.32,4.41,2,4,3
1049,0.46,4.83,3,4,4
4365,0.96,6.39,1,2,6
13132,1.58,7.44,1,4,5
673,0.4,4.73,2,3,7
15665,1.42,7.38,3,3,2
1092,0.38,4.67,2,1,4
2415,0.75,5.84,1,4,6
3303,0.9,6.36,3,4,7
7340,1.51,7.38,1,5,7
667,0.35,4.59,2,2,6
698,0.31,4.33,1,4,5
2993,0.75,5.75,3,2,6
9234,1.51,7.25,1,1,7
5986,1.01,6.32,6,1,5
6369,1.1,6.65,3,4,5
673,0.4,4.78,2,2,6
9425,1.65,7.57,2,4,5
1404,0.48,5.08,2,3,4
3644,0.91,6.18,1,3,6
3920,1.0,6.38,1,3,7
3443,1.22,6.75,3,7,7
579,0.33,4.43,6,2,6
8287,1.51,7.15,5,6,5
5739,1.21,6.81,1,6,4
2768,0.71,5.61,3,4,4
2019,0.6,5.53,2,1,5
995,0.37,4.68,3,3,1
772,0.4,4.82,2,1,6
1627,0.54,5.18,1,1,5
1350,0.52,5.26,6,3,7
8728,1.32,6.98,2,4,5
9799,1.17,6.78,2,4,2
838,0.3,4.31,2,2,2
614,0.35,4.56,2,2,6
641,0.34,4.5,2,3,5
3947,1.02,6.28,3,2,7
1205,0.51,5.19,1,2,7
571,0.24,4.1,3,2,6
1764,0.55,5.27,2,2,4
6932,1.01,6.36,6,3,3
8467,2.5,8.67,1,5,8
838,0.42,4.83,2,3,6
720,0.32,4.38,1,4,5
1324,0.58,5.35,2,7,4
746,0.39,4.66,2,7,5
4542,1.27,6.75,6,7,7
7877,1.2,6.84,2,6,3
1646,0.6,5.34,1,4,6
631,0.3,4.26,6,6,1
969,0.48,5.07,2,4,6
2922,0.71,5.64,3,2,5
5077,1.07,6.55,2,3,7
2715,0.74,5.82,2,6,2
6157,1.02,6.53,2,1,6
665,0.3,4.3,2,5,2
2906,0.8,5.95,2,6,4
1707,0.53,5.3,2,2,5
5498,1.07,6.46,1,5,5
1577,0.53,5.22,2,4,5
2262,0.77,5.93,6,5,7
892,0.32,4.42,2,2,2
1063,0.5,4.99,3,4,7
7706,1.06,6.57,3,3,5
368,0.3,4.26,6,7,5
607,0.29,4.3,2,5,2
684,0.3,4.34,3,4,3
1548,0.45,4.78,6,3,2
898,0.38,4.68,1,3,6
4899,1.01,6.37,6,3,6
2321,0.62,5.53,2,4,5
2012,0.52,5.14,2,4,3
2124,0.61,5.48,6,2,5
901,0.43,4.93,1,1,5
3901,1.06,6.47,1,3,7
956,0.3,4.24,6,4,1
648,0.36,4.54,2,5,6
868,0.33,4.46,2,4,2
10546,1.55,7.32,3,5,5
3881,1.0,6.43,2,6,7
858,0.29,4.2,2,2,2
990,0.46,4.99,2,4,6
5846,1.2,6.73,1,3,7
2428,0.71,5.75,1,6,3
11202,2.0,8.35,5,5,7
1089,0.5,5.04,3,5,6
1056,0.43,4.85,1,3,4
574,0.34,4.4,1,6,6
526,0.24,4.01,2,2,3
4833,0.9,6.14,1,2,5
5606,1.0,6.26,6,3,5
7556,1.0,6.45,6,2,4
4018,1.05,6.48,1,4,7
972,0.32,4.38,2,2,4
1889,0.7,5.74,1,5,6
4052,1.01,6.42,3,5,6
1301,0.51,5.14,3,6,4
1265,0.59,5.24,1,5,6
4385,0.9,6.19,1,2,6
1044,0.35,4.62,3,4,1
6300,1.5,7.24,1,1,8
2328,0.74,5.8,1,3,7
596,0.28,4.21,6,3,3
17820,2.16,8.38,2,5,6
1267,0.57,5.34,3,6,5
1244,0.52,5.1,6,4,6
574,0.3,4.26,6,4,6
4133,0.9,6.21,1,2,7
629,0.38,4.69,2,7,3
4340,1.07,6.4,3,4,7
911,0.3,4.29,1,1,5
14428,2.06,8.12,2,6,7
1110,0.4,4.71,6,2,6
1015,0.41,4.78,2,1,6
4165,0.9,6.18,6,2,6
767,0.35,4.54,2,2,5
3886,0.94,6.29,3,2,7
4398,1.02,6.5,5,5,7
531,0.34,4.54,2,4,6
1941,0.54,5.25,2,1,4
4139,1.12,6.76,2,1,8
1333,0.4,4.74,1,2,2
2716,0.82,5.97,3,4,6
810,0.3,4.23,3,6,1
621,0.3,4.34,2,3,4
5919,1.51,7.08,5,3,7
4030,0.83,5.97,2,3,4
2045,0.71,5.53,5,4,6
6322,1.12,6.6,2,4,5
982,0.4,4.8,1,4,3
847,0.42,4.83,2,4,5
2463,0.56,5.28,2,2,3
1662,0.54,5.25,2,1,6
13587,2.01,7.68,5,5,7
646,0.28,4.21,2,2,3
4776,1.15,6.77,1,4,6
1422,0.47,5.03,3,1,4
4899,1.01,6.38,6,3,6
627,0.33,4.47,3,2,5
1728,0.57,5.3,2,4,5
11419,1.58,7.46,2,5,5
2554,0.63,5.55,1,1,4
6833,1.23,6.78,1,1,7
8039,1.5,7.33,3,7,4
3310,0.62,5.48,2,4,1
6522,1.01,6.68,6,2,5
6084,1.16,6.81,2,5,6
4969,1.16,6.68,1,4,7
1206,0.7,5.61,1,4,8
11082,1.01,6.47,2,1,3
17591,2.53,8.82,1,5,7
640,0.31,4.39,2,3,5
1453,0.46,5.03,2,4,2
2700,0.91,6.32,1,6,6
1050,0.4,4.69,1,4,3
2572,0.71,5.66,1,6,2
2414,0.72,5.6,5,1,5
7371,1.2,6.74,3,4,5
2981,0.91,6.23,2,6,7
7797,1.7,7.7,1,6,6
1917,0.5,5.0,6,2,3
3131,0.82,5.98,2,2,7
943,0.32,4.46,2,3,1
5461,1.06,6.56,1,5,6
6278,1.04,6.56,1,3,5
838,0.3,4.33,2,2,2
2817,0.71,5.73,1,2,6
720,0.32,4.35,3,2,6
723,0.33,4.47,1,2,5
6999,1.01,6.52,2,1,5
7660,1.24,6.92,1,4,4
2989,0.72,5.8,2,3,5
588,0.28,4.15,3,2,4
900,0.4,4.77,2,4,6
723,0.33,4.47,2,2,5
755,0.31,4.37,2,2,3
391,0.23,3.95,3,4,4
560,0.25,4.06,3,3,1
7247,1.05,6.59,2,4,4
408,0.31,4.37,1,4,7
14925,1.5,7.31,1,2,5
847,0.42,4.88,1,4,5
3569,1.0,6.29,6,1,7
5174,1.0,6.35,6,1,5
3250,0.9,6.16,3,5,7
4129,0.9,6.07,3,5,5
4184,1.0,6.5,6,2,7
1367,0.41,4.79,2,2,2
2100,0.7,5.74,3,3,7
462,0.31,4.34,3,1,7
8437,1.03,6.57,3,1,4
5557,1.05,6.53,1,3,6
828,0.32,4.41,2,3,5
764,0.3,4.31,2,4,2
807,0.4,4.71,3,5,4
4639,0.92,6.32,2,5,5
763,0.31,4.36,3,2,2
4884,1.21,6.67,1,6,5
10572,1.23,6.89,2,4,2
524,0.32,4.37,6,2,6
7291,1.5,7.2,6,5,7
13134,1.51,7.23,1,3,4
4038,1.01,6.28,2,4,7
15166,2.16,8.25,3,4,7
7103,1.51,7.31,2,4,7
3498,0.91,6.15,1,5,7
607,0.35,4.6,2,3,6
1723,0.53,5.25,2,3,5
395,0.25,4.07,2,4,6
814,0.32,4.47,2,4,2
3682,1.01,6.46,3,4,7
2155,0.59,5.36,3,4,3
17184,2.74,8.84,3,5,7
2850,0.75,5.87,2,7,6
5610,1.1,6.68,2,4,6
2648,0.7,5.64,1,4,4
2218,0.7,5.64,1,1,6
4118,1.01,6.3,5,2,7
3992,0.9,6.3,3,6,5
4337,1.21,6.85,1,6,7
6416,1.01,6.54,1,3,5
4684,1.02,6.49,2,3,7
854,0.33,4.43,1,3,5
1662,0.51,5.07,2,2,5
4892,0.91,6.17,1,3,5
893,0.34,4.48,1,2,5
2535,0.7,5.64,1,4,4
18535,2.03,8.16,2,3,7
8836,1.51,7.35,3,6,5
929,0.38,4.67,2,3,4
854,0.33,4.42,1,5,3
4250,1.15,6.78,3,2,7
1084,0.34,4.45,2,2,2
2663,0.79,5.84,3,5,6
1882,0.51,5.18,1,1,5
12084,1.6,7.37,1,5,4
958,0.42,4.85,2,2,5
818,0.41,4.68,3,2,7
1066,0.4,4.84,3,4,2
698,0.31,4.39,2,4,5
11844,1.71,7.51,3,1,7
565,0.31,4.39,2,1,6
933,0.38,4.67,3,1,5
912,0.33,4.46,3,3,2
3770,1.01,6.45,3,6,7
4675,1.08,6.57,2,4,7
11886,2.08,8.1,2,6,7
4283,1.11,6.51,1,3,7
7582,1.52,7.41,2,6,7
876,0.41,4.76,2,2,7
3714,0.73,5.73,2,2,3
1389,0.54,5.22,1,5,5
10725,1.44,7.18,2,1,6
2512,0.7,5.76,3,4,4
4610,1.01,6.33,6,5,6
4995,1.0,6.47,3,5,6
8549,1.27,6.97,1,4,5
3907,0.95,6.41,1,2,7
1397,0.57,5.25,3,3,7
8736,1.5,7.11,6,6,6
13003,2.01,8.21,1,6,5
8049,1.51,7.32,3,7,6
2863,0.9,6.21,1,7,5
545,0.3,4.35,2,4,5
6069,1.42,7.07,2,6,5
13844,2.07,8.2,1,5,6
608,0.3,4.28,1,5,5
10709,1.83,7.94,1,7,6
1390,0.5,5.22,6,3,4
2441,0.72,5.7,3,6,4
2886,0.73,5.81,2,2,6
3674,0.96,6.46,5,2,7
2593,0.76,5.8,3,5,6
10497,1.69,7.61,3,6,6
774,0.43,4.88,3,1,6
5053,1.14,6.81,3,5,5
4234,0.9,6.28,1,5,4
725,0.31,4.42,2,2,2
705,0.41,4.75,3,2,6
7068,1.7,7.63,2,5,8
8971,1.53,7.5,2,6,6
2104,0.75,5.9,2,7,5
1571,0.52,5.22,2,2,5
6363,1.06,6.56,2,3,6
671,0.37,4.65,2,4,5
1557,0.6,5.44,3,5,5
1624,0.5,5.12,3,2,5
2993,0.87,6.19,3,5,7
863,0.3,4.36,2,4,1
2560,0.74,5.72,1,3,5
4561,0.92,6.27,2,1,6
4103,0.9,6.12,3,3,6
4270,0.81,6.03,2,3,4
3357,0.74,5.68,1,2,4
701,0.34,4.54,3,4,4
4912,1.01,6.35,3,2,6
988,0.31,4.33,2,2,2
2335,0.7,5.64,1,2,7
914,0.31,4.4,2,3,1
8813,1.04,6.52,1,4,1
2951,0.72,5.79,2,2,6
402,0.23,3.96,3,1,4
7862,1.56,7.25,6,5,6
561,0.32,4.4,2,4,5
956,0.3,4.3,2,2,2
5079,1.02,6.51,2,5,6
702,0.32,4.49,3,2,5
1128,0.51,5.15,2,2,7
625,0.33,4.42,6,1,5
723,0.42,4.79,2,7,4
506,0.3,4.22,3,7,4
7713,1.7,7.85,3,7,6
544,0.31,4.34,3,5,4
16048,1.5,7.48,3,3,5
3135,0.71,5.78,2,1,5
3759,0.72,5.79,2,3,4
948,0.43,4.8,3,2,6
710,0.3,4.31,1,1,5
1910,0.59,5.43,6,4,4
5279,1.01,6.4,1,2,6
17534,2.0,8.01,2,3,7
14959,1.8,7.8,2,6,4
6819,1.51,7.13,3,6,7
1753,0.53,5.23,1,3,5
1641,0.57,5.25,3,4,5
1819,0.75,5.7,6,4,7
766,0.3,4.32,2,2,3
660,0.31,4.35,2,5,2
596,0.34,4.56,3,2,6
829,0.35,4.56,2,1,5
574,0.3,4.31,1,4,6
507,0.31,4.36,2,5,5
2799,0.82,6.02,2,3,7
720,0.32,4.39,2,4,5
1080,0.32,4.45,2,4,2
1028,0.33,4.49,2,3,1
779,0.32,4.44,2,2,3
616,0.3,4.33,6,1,5
3105,0.9,6.03,1,5,7
1778,0.52,5.23,2,5,2
6807,0.96,6.39,2,4,4
5266,1.02,6.45,2,1,6
1160,0.53,5.36,3,2,7
2352,0.71,5.58,5,2,6
3893,0.91,6.03,6,3,6
7703,1.21,6.76,3,2,6
2756,0.79,6.13,6,3,6
5017,1.04,6.53,1,4,6
3921,0.88,6.22,1,3,4
447,0.3,4.32,3,4,6
3750,0.77,5.94,2,3,4
1113,0.43,4.86,1,5,4
2429,0.61,5.45,3,1,4
2334,0.54,5.26,2,3,3
2870,0.52,5.13,1,3,3
648,0.32,4.37,1,5,5
3482,0.9,6.13,3,2,7
12252,1.51,7.25,2,3,6
505,0.23,3.95,3,3,3
2964,0.75,5.86,2,2,6
1401,0.54,5.26,2,4,5
4463,0.9,6.1,6,2,6
4937,1.05,6.51,6,5,6
3084,0.81,5.84,1,6,3
15093,2.01,7.96,6,2,6
2398,0.7,5.72,2,5,5
2119,0.55,5.3,2,3,4
1167,0.42,4.92,3,2,3
680,0.38,4.69,2,5,6
2310,0.7,5.76,6,1,7
11663,1.54,7.33,1,5,5
844,0.3,4.25,1,2,5
2630,0.71,5.67,3,4,4
1076,0.5,5.08,2,6,6
3590,1.08,6.46,3,3,7
1263,0.53,5.25,2,6,4
6411,1.06,6.49,2,4,5
12394,1.63,7.65,1,3,6
5810,1.25,6.89,2,5,7
577,0.33,4.49,1,3,5
2536,0.7,5.7,2,4,5
3084,0.9,6.05,1,2,7
12991,1.58,7.64,2,3,6
13445,1.71,7.63,2,5,5
5640,0.9,6.23,3,4,3
2889,0.74,5.87,2,3,6
3023,0.73,5.84,3,3,6
5055,1.02,6.55,1,5,6
10043,1.07,6.55,2,2,3
4961,1.0,6.52,3,3,6
1880,0.53,5.31,3,3,3
8266,1.2,6.62,1,3,5
1910,0.64,5.52,3,1,6
4826,1.08,6.52,1,5,6
781,0.33,4.45,2,2,4
819,0.34,4.51,3,4,2
4830,1.15,6.68,1,6,6
808,0.31,4.37,3,3,2
2596,0.7,5.56,1,1,7
4798,1.02,6.38,2,2,7
1408,0.58,5.52,3,4,6
988,0.4,4.79,2,2,3
816,0.31,4.37,1,2,3
1421,0.55,5.32,2,4,6
7917,1.11,6.67,2,4,4
587,0.36,4.62,2,5,5
5096,1.01,6.38,1,3,7
10053,1.2,6.84,1,4,3
10419,1.43,7.18,3,4,5
838,0.3,4.34,2,2,2
11711,1.57,7.38,1,4,5
4626,1.0,6.24,3,4,6
675,0.3,4.26,3,5,4
8774,1.31,6.95,2,5,4
9314,1.76,7.94,5,7,4
1025,0.35,4.75,3,2,1
1046,0.31,4.33,2,2,3
2142,0.7,5.67,2,6,4
878,0.3,4.26,1,4,3
1292,0.54,5.24,6,3,6
2312,0.78,5.87,3,7,5
8629,1.03,6.41,1,2,4
878,0.41,4.78,2,6,4
6679,1.01,6.36,3,3,4
1271,0.62,5.5,2,6,6
1619,0.51,5.09,1,3,5
11177,1.54,7.42,1,5,5
7310,1.22,6.86,1,5,5
10769,1.12,6.66,2,2,3
3484,0.9,6.05,3,6,4
895,0.4,4.79,2,2,3
1753,0.53,5.24,1,1,6
2751,0.7,5.71,2,3,4
9973,1.52,7.37,3,5,6
3556,0.9,6.01,3,3,7
835,0.41,4.75,3,4,5
1410,0.5,5.1,3,5,4
2731,0.62,5.54,2,2,4
485,0.23,3.94,3,2,3
1263,0.45,4.98,1,4,2
2401,0.71,5.67,1,5,4
891,0.31,4.43,3,4,1
10640,1.52,7.45,1,4,4
3167,0.7,5.69,2,2,4
911,0.3,4.33,1,1,5
3235,0.73,5.76,2,2,4
1422,0.43,4.81,2,3,2
844,0.3,4.27,1,2,5
3075,0.76,5.85,2,1,6
1178,0.47,5.01,2,6,1
924,0.31,4.36,2,2,2
15919,2.01,8.25,3,6,5
16779,1.52,7.38,1,2,4
872,0.31,4.31,2,2,5
8264,1.72,7.46,5,1,7
8576,1.22,6.89,1,3,5
945,0.4,4.67,1,3,6
499,0.32,4.33,2,7,6
4399,1.14,6.56,1,3,7
2444,0.6,5.42,2,1,5
4081,1.0,6.38,6,5,7
5058,1.0,6.44,3,3,6
1767,0.7,5.75,2,7,7
3697,1.31,7.01,1,7,7
2335,0.71,5.64,3,4,5
10285,1.25,6.95,3,2,4
730,0.32,4.38,2,4,3
11854,2.06,7.97,6,7,6
17600,2.0,8.03,6,5,6
1675,0.55,5.27,2,2,6
2415,0.7,5.68,1,4,6
945,0.32,4.42,2,3,3
680,0.31,4.41,2,2,5
11792,2.0,8.13,3,7,7
675,0.42,4.73,5,1,6
448,0.26,4.09,2,5,4
4532,1.11,6.83,6,2,7
862,0.3,4.31,2,2,2
367,0.2,3.73,2,2,5
1795,0.7,5.79,3,6,7
2973,0.9,6.12,3,7,7
4911,1.13,6.72,2,5,7
492,0.33,4.45,3,4,6
4336,0.74,6.06,6,3,2
1056,0.39,4.85,6,1,3
651,0.31,4.29,1,2,6
3084,0.9,6.0,3,2,7
1334,0.44,4.88,2,2,3
9344,1.51,7.27,1,6,6
2359,0.72,5.8,2,5,6
3323,0.92,6.25,2,6,6
6870,2.72,8.43,5,7,8
2136,0.71,5.8,2,4,6
3116,0.9,6.13,6,3,7
3082,0.8,5.9,1,1,7
984,0.5,5.05,2,7,4
1168,0.46,5.06,6,3,4
918,0.32,4.45,3,4,1
770,0.38,4.61,1,3,7
583,0.31,4.45,1,3,5
5451,1.24,6.8,2,7,5
6703,1.05,6.35,6,5,1
11406,1.83,7.9,2,7,5
1052,0.51,5.24,1,3,7
7416,1.21,6.71,3,4,5
5257,1.15,6.82,3,2,7
4066,1.1,6.54,3,4,7
