carat,y,cut,color,clarity
1.1,6.48,6,3,7
1.21,6.63,6,3,7
1.13,6.73,1,5,6
1.12,6.77,1,1,3
0.41,4.8,2,4,7
0.3,4.27,6,7,4
1.02,6.54,1,2,7
1.31,7.05,2,6,4
1.3,7.0,2,3,7
0.42,4.81,1,3,6
0.34,4.48,3,2,2
1.35,7.1,1,7,6
1.02,6.54,3,3,7
1.04,6.51,1,5,5
1.0,6.37,1,3,6
0.71,5.75,1,1,6
0.35,4.53,2,3,3
0.51,5.05,3,3,5
1.14,6.62,6,6,6
0.79,5.92,1,6,6
0.38,4.71,2,5,2
0.31,4.3,3,3,6
0.32,4.33,6,6,6
0.73,5.83,3,3,2
1.09,6.67,2,7,6
0.35,4.48,1,1,7
0.31,4.37,3,3,5
0.54,5.28,2,4,4
1.51,7.28,6,5,7
1.5,7.38,3,2,5
0.72,5.75,2,6,5
0.5,4.91,5,4,4
1.54,7.36,3,4,4
0.72,5.76,1,3,7
0.31,4.38,2,5,5
0.38,4.72,2,3,3
1.07,6.58,2,2,7
0.8,6.02,2,2,5
0.64,5.53,6,5,4
1.4,7.16,1,5,6
0.72,5.8,2,3,6
0.9,6.28,3,3,7
0.7,5.63,1,5,7
0.41,4.69,3,2,6
0.3,4.36,2,5,5
1.04,6.54,3,3,4
0.5,4.89,5,4,8
0.3,4.31,3,2,5
2.13,8.27,2,6,7
0.41,4.78,3,5,6
0.3,4.3,1,3,3
0.57,5.27,6,4,5
1.56,7.55,3,3,6
1.03,6.55,6,6,5
0.81,6.1,2,2,7
1.05,6.5,2,3,7
1.1,6.7,1,4,6
0.82,5.98,1,4,7
1.52,7.56,1,6,6
1.0,6.4,1,4,4
0.5,5.18,3,3,2
0.3,4.27,1,4,4
0.61,5.47,3,2,1
0.32,4.4,2,4,4
0.3,4.3,1,3,5
1.06,6.56,3,1,5
1.51,7.19,6,6,4
0.43,4.82,6,3,6
0.52,5.34,3,5,4
1.01,6.4,6,3,6
1.13,6.68,2,3,8
1.5,7.27,1,4,6
1.58,7.54,2,5,5
1.01,6.42,3,2,6
0.9,6.23,3,7,4
1.19,6.79,3,7,7
1.51,7.25,3,1,5
1.07,6.47,3,4,5
0.7,5.67,1,3,6
0.31,4.3,6,4,5
0.56,5.35,2,1,5
0.33,4.46,1,5,4
1.53,7.45,1,4,5
0.35,4.58,2,6,5
0.35,4.55,2,1,2
0.53,5.06,6,6,6
0.85,5.79,5,6,6
0.7,5.6,1,1,6
1.22,6.87,2,7,4
1.35,7.01,2,4,8
1.57,7.44,2,2,7
1.15,6.68,1,4,7
1.0,6.29,1,3,5
0.5,5.06,3,3,6
2.25,8.41,1,5,6
0.35,4.59,1,2,5
0.3,4.28,2,3,4
0.58,5.41,2,1,2
1.07,6.48,1,5,6
0.28,4.26,3,3,4
2.01,8.01,3,4,7
0.39,4.81,3,2,6
0.31,4.43,2,4,2
0.54,5.21,2,5,2
2.02,8.01,2,6,7
0.35,4.53,2,5,1
0.24,3.98,3,3,3
0.23,3.97,3,1,5
0.41,4.75,3,4,2
1.07,6.63,3,5,5
1.18,6.73,2,6,5
0.34,4.5,1,5,6
0.25,4.0,3,1,4
1.23,6.72,2,5,7
0.54,5.2,3,2,7
0.26,4.13,2,5,4
1.52,7.33,3,3,5
0.54,5.26,2,2,3
1.57,7.5,1,7,7
0.58,5.4,3,3,6
0.38,4.69,2,2,5
1.03,6.57,2,2,6
1.6,7.49,2,2,7
1.0,6.34,3,3,5
1.02,6.47,3,5,4
1.02,6.37,2,6,6
0.41,4.75,1,6,2
0.4,4.78,2,2,2
1.26,6.85,3,2,7
0.54,5.16,1,3,4
0.72,5.7,1,6,1
0.71,5.76,2,4,6
0.81,5.91,2,2,7
0.57,5.33,1,3,7
0.52,5.13,1,4,5
2.12,8.26,1,5,6
0.9,6.18,2,3,6
0.9,6.22,1,5,3
0.31,4.25,6,5,4
0.35,4.58,2,4,4
2.03,8.14,3,4,7
0.4,4.7,6,3,6
0.9,6.17,6,2,6
0.53,5.22,2,5,6
0.74,5.78,3,5,5
1.11,6.62,2,4,5
0.32,4.34,1,5,2
0.29,4.25,2,4,3
0.59,5.41,2,4,3
0.23,3.97,3,2,2
0.9,6.19,2,4,6
0.5,5.14,2,6,5
0.7,5.63,3,4,6
0.82,6.06,3,1,6
0.29,4.2,1,6,5
0.36,4.61,2,3,1
1.0,6.34,6,3,6
0.41,4.79,2,4,1
1.51,7.2,6,1,6
0.32,4.36,2,2,5
0.3,4.26,1,7,4
2.0,7.85,3,7,7
1.05,6.52,2,4,5
0.41,4.79,2,7,4
0.5,5.16,3,4,6
0.6,5.42,2,3,4
0.72,5.73,1,5,7
1.06,6.55,2,3,4
0.55,5.27,2,2,6
0.28,4.23,2,6,4
1.06,6.45,1,2,6
1.1,6.59,3,5,6
0.51,5.15,2,6,7
0.41,4.83,1,2,4
0.41,4.8,2,2,4
0.63,5.53,2,2,4
0.4,4.71,1,5,6
0.4,4.77,1,1,6
0.3,4.3,1,4,4
1.08,6.57,2,4,7
0.78,5.88,2,3,5
0.55,5.3,2,3,6
1.5,7.39,2,6,8
0.44,4.95,2,1,5
1.06,6.68,2,4,3
1.54,7.46,1,3,6
1.0,6.26,6,5,5
0.33,4.47,1,2,6
0.35,4.52,2,2,5
0.81,5.84,3,6,4
1.2,6.79,3,7,5
0.42,4.84,2,4,7
0.33,4.47,2,4,6
1.62,7.48,2,5,5
1.01,6.42,6,2,6
1.21,6.91,3,4,3
0.53,5.17,2,3,4
0.4,4.77,2,5,6
0.46,4.85,3,6,2
0.71,5.72,1,3,4
0.72,5.73,3,3,5
1.53,7.38,6,5,8
1.13,6.76,1,7,7
0.41,4.85,1,4,5
0.54,5.26,3,4,3
0.72,5.64,5,2,5
0.41,4.78,3,5,6
1.01,6.41,6,4,7
0.62,5.52,1,7,5
0.27,4.18,2,2,3
0.9,6.0,5,4,7
2.1,8.07,6,5,6
0.38,4.67,2,2,4
0.31,4.42,2,4,2
0.23,3.97,2,3,5
0.31,4.39,2,4,1
0.38,4.7,2,2,2
0.7,5.56,3,1,5
1.6,7.44,1,4,6
0.57,5.28,1,2,6
0.91,6.24,1,6,7
0.3,4.24,2,3,6
0.9,6.27,3,6,6
1.0,6.33,6,3,6
1.02,6.41,3,3,2
0.32,4.4,2,5,5
0.38,4.73,3,2,3
0.7,5.72,3,5,6
0.38,4.74,2,1,2
1.55,7.54,2,1,5
0.71,5.79,2,5,4
0.8,5.98,2,2,5
0.71,5.64,2,5,7
0.41,4.77,2,1,6
0.5,5.14,2,4,5
0.33,4.52,1,4,6
2.27,8.4,1,6,6
1.1,6.64,2,6,6
0.27,4.17,3,4,3
1.03,6.5,2,3,4
0.32,4.43,2,3,3
0.76,5.78,1,3,6
2.02,8.14,2,5,6
1.01,6.5,1,3,6
0.7,5.31,5,4,8
1.33,7.04,2,5,6
1.6,7.5,2,2,6
0.4,4.8,2,7,6
1.19,6.8,2,2,7
0.51,5.08,3,2,5
0.54,5.26,2,2,3
1.01,6.44,2,4,5
2.58,9.01,3,1,7
0.53,5.26,2,5,5
1.08,6.55,2,7,6
0.72,5.85,2,2,6
0.32,4.43,2,2,3
1.15,6.77,1,3,7
0.41,4.77,1,2,6
0.7,5.72,2,1,6
0.4,4.66,3,5,4
0.41,4.8,2,3,6
1.01,6.44,2,2,3
1.11,6.46,3,7,5
0.31,4.44,1,7,6
0.54,5.28,3,7,6
0.39,4.8,6,3,3
1.7,7.55,1,5,7
0.52,5.17,1,4,4
0.7,5.8,3,3,6
0.9,6.2,2,2,7
1.5,7.45,1,1,7
0.75,5.81,1,7,6
1.41,7.17,1,5,5
0.3,4.28,2,2,4
0.79,5.89,3,2,2
1.12,6.58,1,4,4
0.31,4.3,2,4,1
0.58,5.35,2,2,4
0.5,5.1,2,1,5
0.97,6.21,6,6,5
0.7,5.64,3,1,2
0.42,4.87,2,3,3
2.01,8.14,3,6,4
1.0,6.33,1,4,7
0.41,4.76,1,2,6
1.05,6.48,1,6,8
1.4,7.16,1,4,7
1.12,6.59,1,5,6
0.9,6.09,1,1,7
0.38,4.63,2,2,3
0.38,4.66,3,3,2
1.0,6.52,6,7,6
0.26,4.06,3,2,2
0.33,4.42,1,4,3
1.02,6.28,5,5,6
1.05,6.44,2,2,4
1.5,7.29,3,3,5
0.73,5.72,6,2,7
0.31,4.37,2,5,4
2.4,8.5,2,7,6
0.32,4.42,2,6,3
0.92,6.22,2,7,5
0.33,4.42,3,4,4
0.44,4.86,3,3,7
0.28,4.26,2,3,3
0.92,6.17,6,3,6
0.27,4.17,3,3,2
0.51,5.16,3,4,5
0.32,4.42,1,3,5
2.09,8.12,3,6,7
0.7,5.9,3,5,5
1.01,6.39,2,3,4
1.23,6.94,1,4,4
0.5,5.16,3,4,3
0.51,5.12,2,2,5
0.39,4.71,3,3,6
0.26,4.08,3,3,5
0.52,5.21,2,3,5
0.24,3.96,1,5,2
0.81,6.01,2,3,3
0.5,5.03,6,5,3
0.77,5.9,1,2,7
0.71,5.67,1,3,7
0.71,5.72,2,3,4
1.53,7.41,3,2,6
0.45,5.02,3,4,2
0.37,4.61,1,4,6
0.31,4.23,6,3,5
1.5,7.37,1,3,4
0.7,5.77,2,1,7
1.08,6.57,2,3,6
1.16,6.65,1,6,5
1.2,6.68,1,5,6
0.33,4.47,2,2,5
1.4,7.25,3,4,5
0.91,6.21,3,5,5
0.32,4.49,3,3,4
0.52,5.27,3,3,6
1.39,7.18,2,6,7
1.03,6.25,5,2,7
0.73,5.93,3,4,6
0.7,5.73,6,1,5
0.27,4.18,3,3,5
1.06,6.58,2,4,5
0.3,4.39,2,5,2
0.9,6.02,6,5,6
0.9,6.1,3,7,5
1.15,6.77,1,4,2
1.1,6.63,3,4,5
0.7,5.82,2,3,6
0.51,5.15,2,3,5
1.0,6.3,6,5,7
0.41,4.81,2,3,3
0.7,5.63,3,2,4
1.0,6.62,3,3,4
0.3,4.26,3,2,5
0.42,4.89,3,5,6
0.31,4.39,1,1,6
0.38,4.69,2,3,7
0.51,5.05,3,2,6
0.95,6.37,3,2,7
0.3,4.3,1,3,6
1.01,6.42,1,3,4
0.43,4.79,2,5,6
0.5,5.0,3,1,7
1.32,6.97,2,3,5
0.7,5.69,2,4,6
0.7,5.74,3,1,7
0.36,4.62,2,3,1
1.51,7.45,2,4,3
0.4,4.76,2,2,6
0.55,5.25,1,4,4
0.65,5.63,2,5,6
1.52,7.31,1,2,5
1.29,6.99,2,1,4
0.31,4.4,2,6,2
0.31,4.44,2,1,5
0.9,6.06,6,3,5
1.08,6.49,1,5,5
1.51,7.42,1,5,2
1.01,6.49,2,2,6
1.02,6.41,1,4,7
0.41,4.77,1,4,4
1.07,6.56,3,4,3
0.41,4.78,2,3,5
0.4,4.83,1,3,5
1.22,6.87,6,5,7
1.15,6.78,3,1,5
1.23,6.88,2,5,5
0.37,4.66,1,1,3
1.06,6.5,1,6,6
1.7,7.57,1,6,7
0.34,4.58,2,3,6
1.17,6.81,2,7,6
0.5,5.13,2,2,4
0.3,4.28,6,4,3
1.01,6.29,6,2,6
1.04,6.57,2,7,3
1.0,6.32,1,2,5
0.33,4.43,2,3,5
1.7,7.68,1,4,5
0.41,4.83,1,2,4
0.81,6.13,1,5,5
1.01,6.57,3,1,3
1.11,6.65,1,4,5
0.32,4.43,2,4,4
0.3,4.24,1,1,6
0.5,5.03,6,1,7
0.71,5.74,2,3,2
1.15,6.66,1,4,7
0.4,4.64,5,4,5
0.7,5.74,3,3,6
0.7,5.85,6,5,5
1.19,6.66,1,5,6
1.06,6.51,6,7,5
0.33,4.45,2,5,3
0.74,5.85,2,5,3
1.06,6.49,3,5,4
0.72,5.77,3,4,5
0.9,6.2,2,6,7
1.11,6.77,1,7,6
1.01,6.33,1,2,4
1.01,6.4,1,4,6
0.31,4.35,3,3,2
0.39,4.63,2,3,4
0.31,4.33,2,4,4
0.82,6.01,2,4,3
0.9,6.13,3,5,4
0.61,5.48,2,3,3
0.8,5.98,3,4,3
0.5,5.08,2,3,3
1.04,6.56,1,2,6
1.01,6.31,6,4,5
1.51,7.35,3,5,6
0.72,5.7,3,2,6
0.38,4.63,2,3,4
2.01,8.01,1,6,5
0.51,5.12,3,6,6
2.01,8.0,1,6,7
0.51,5.18,2,5,1
1.0,6.39,1,4,3
0.54,5.28,1,3,7
0.33,4.5,2,5,5
1.06,6.46,1,5,7
0.77,5.87,2,7,6
0.7,5.52,5,4,8
1.22,6.86,2,6,4
0.71,5.8,2,5,3
0.34,4.49,1,7,5
1.0,6.44,1,2,6
1.03,6.46,2,2,7
0.71,5.69,1,4,5
1.1,6.65,2,6,5
0.42,4.8,3,3,6
1.13,6.71,2,2,3
0.32,4.46,2,6,5
0.31,4.43,2,3,1
0.3,4.34,1,6,4
1.5,7.26,1,5,3
0.5,5.16,2,5,4
0.77,5.9,1,2,6
0.56,5.35,2,2,6
1.0,6.33,6,5,7
1.01,6.38,3,2,7
1.01,6.45,1,3,3
0.9,6.19,1,6,6
0.3,4.26,1,2,5
0.9,6.07,6,1,6
0.31,4.36,1,4,4
0.71,5.76,2,1,6
1.35,7.13,3,7,6
0.33,4.47,2,6,1
1.12,6.8,3,2,6
0.33,4.39,1,4,3
1.01,6.51,3,6,4
0.31,4.27,3,1,6
1.01,6.4,6,4,6
1.5,7.43,1,6,6
0.57,5.27,1,6,7
2.0,8.24,6,5,5
0.7,5.71,2,3,6
0.72,5.85,2,5,4
0.41,4.8,1,4,5
1.21,6.91,1,7,5
1.18,6.78,2,5,6
2.09,8.12,1,5,5
0.55,5.19,3,6,7
1.28,7.16,6,7,4
0.31,4.37,2,2,5
1.0,6.39,1,2,7
1.01,6.29,6,4,4
0.31,4.31,6,6,6
0.4,4.84,3,2,5
0.35,4.55,2,2,2
0.54,5.25,2,1,5
0.84,6.12,3,4,7
1.51,7.34,3,6,4
0.58,5.47,3,5,6
0.28,4.18,1,2,2
0.35,4.61,1,2,3
0.8,5.97,1,2,6
0.76,5.81,3,5,6
1.06,6.54,3,2,1
0.52,5.13,3,4,6
0.38,4.66,2,3,5
0.4,4.69,1,5,2
0.41,4.85,3,4,4
0.7,5.75,3,5,6
1.5,7.26,2,5,7
0.3,4.29,6,7,6
0.91,6.16,6,5,6
0.9,6.18,2,2,5
1.07,6.52,2,4,6
2.01,7.97,1,5,7
0.39,4.62,1,1,3
0.34,4.43,6,1,5
0.53,5.31,1,1,4
0.9,6.13,1,2,5
1.08,6.67,3,1,4
0.3,4.42,3,2,7
0.39,4.7,1,1,5
0.32,4.42,2,6,4
1.42,7.19,1,5,6
1.02,6.44,1,4,5
0.24,3.98,3,6,2
0.51,5.18,2,5,2
0.31,4.26,3,6,4
0.51,5.09,2,4,3
0.58,5.33,3,7,5
0.34,4.44,2,2,4
0.34,4.58,1,3,7
1.03,6.54,3,4,6
1.21,6.89,3,1,7
1.0,6.36,3,1,4
2.05,8.18,3,3,7
1.01,6.43,2,5,4
0.7,5.61,6,5,3
0.53,5.18,2,1,5
0.3,4.35,2,3,3
0.3,4.37,2,2,4
0.36,4.57,1,4,6
0.76,5.87,2,1,4
0.7,5.72,1,3,6
0.4,4.67,1,3,4
0.37,4.71,1,4,4
0.75,5.8,6,2,5
1.04,6.44,3,4,4
1.21,6.77,2,4,5
0.55,5.3,2,5,2
0.34,4.53,2,4,6
1.02,6.41,3,7,7
1.01,6.42,1,3,5
1.15,6.73,2,6,5
1.72,7.7,3,2,6
0.34,4.54,3,1,6
1.35,7.02,1,3,5
0.4,4.68,2,1,5
0.9,6.17,3,4,7
1.09,6.55,2,4,6
0.76,5.92,2,4,5
0.5,5.2,2,2,5
1.3,7.05,3,5,4
1.01,6.5,3,1,7
1.09,6.59,2,5,6
1.0,6.54,1,2,4
0.91,6.25,1,5,5
0.31,4.39,2,2,6
1.42,7.23,5,4,5
0.7,5.73,2,3,4
0.34,4.48,1,5,6
0.39,4.67,1,4,5
0.5,5.16,2,3,5
0.3,4.39,3,4,6
0.9,6.29,1,1,5
0.4,4.75,2,2,5
1.01,6.45,3,4,1
1.0,6.52,6,6,6
0.29,4.28,2,3,3
0.7,5.69,2,4,3
2.2,8.38,2,5,5
1.01,6.4,1,5,5
0.78,5.83,2,2,6
1.2,6.75,2,6,4
1.21,6.83,1,5,1
1.01,6.32,3,4,6
1.67,7.6,1,6,4
0.57,5.34,1,1,6
0.56,5.29,2,4,5
0.71,5.72,3,5,7
0.31,4.31,6,5,6
0.43,4.78,1,2,6
0.46,4.92,3,1,7
1.2,6.83,1,5,7
0.32,4.38,2,4,2
1.52,6.89,5,5,8
0.92,6.19,6,2,7
0.44,4.83,1,4,6
0.91,6.09,6,5,6
0.3,4.33,2,5,2
0.7,5.7,1,7,5
1.03,6.4,1,7,7
3.67,9.81,1,6,8
0.59,5.38,2,4,5
0.3,4.28,2,3,5
0.57,5.35,2,2,6
0.31,4.38,2,5,3
0.45,4.88,1,6,2
0.51,5.2,1,1,7
1.03,6.42,3,7,4
0.26,4.15,2,2,3
1.05,6.52,1,4,7
0.35,4.5,1,5,3
1.01,6.54,6,5,6
1.01,6.36,6,3,5
1.01,6.55,3,4,6
1.57,7.43,3,6,4
0.5,5.03,3,3,3
0.3,4.36,2,4,4
1.01,6.43,2,7,7
0.33,4.44,2,1,6
0.3,4.29,2,2,5
1.01,6.34,1,4,3
1.29,7.04,3,5,4
0.7,5.68,6,6,6
1.07,6.62,1,5,6
0.35,4.53,6,5,6
1.0,6.41,1,2,6
0.76,5.86,2,2,6
0.35,4.5,2,3,5
1.0,6.46,3,5,6
0.9,6.23,6,1,7
0.27,4.17,2,5,5
1.0,6.4,3,4,5
1.09,6.53,6,5,6
1.01,6.49,1,1,7
1.01,6.44,2,5,6
0.7,5.69,1,3,6
0.31,4.33,3,5,5
0.65,5.66,1,1,4
1.59,7.61,1,6,5
0.25,4.03,3,2,3
1.2,6.72,1,1,5
0.7,5.67,2,7,5
0.5,5.03,6,2,6
0.57,5.35,1,3,5
0.7,5.68,1,4,4
0.62,5.56,5,3,1
1.16,6.73,1,6,6
0.41,4.73,2,3,5
1.01,6.39,3,2,6
0.29,4.32,2,3,2
1.01,6.52,5,3,7
1.07,6.58,6,7,5
1.01,6.45,3,6,5
1.02,6.36,3,3,6
1.09,6.65,1,4,5
1.29,7.0,2,7,5
1.01,6.37,1,3,5
1.27,6.93,1,5,5
0.41,4.76,2,2,3
0.41,4.88,1,5,4
0.24,4.0,2,4,2
0.33,4.41,3,7,4
2.04,8.26,2,6,6
0.3,4.39,2,6,5
0.31,4.31,1,4,4
0.38,4.58,2,6,6
0.33,4.59,3,2,6
0.85,6.1,2,4,6
0.31,4.22,6,2,1
0.38,4.73,2,4,5
2.1,8.27,3,7,5
1.14,6.7,1,4,6
0.71,5.77,3,6,5
0.43,4.88,2,2,2
1.2,6.86,2,6,5
0.8,5.83,5,4,8
1.12,6.69,2,4,4
1.3,6.96,3,5,5
0.83,6.12,1,7,7
1.01,6.21,6,6,6
0.7,5.84,6,6,6
0.36,4.55,1,2,5
0.4,4.78,3,4,2
1.5,7.33,3,2,7
1.06,6.55,2,4,3
1.27,6.88,1,7,4
0.72,5.77,3,5,4
0.51,5.19,2,4,7
1.81,7.75,1,5,7
0.26,4.03,3,2,3
1.2,6.71,3,6,6
1.0,6.48,3,4,7
1.5,7.31,1,2,5
1.51,7.3,1,4,6
0.52,5.23,2,5,7
0.33,4.39,1,2,6
0.32,4.37,3,5,6
1.0,6.45,3,4,3
0.32,4.43,2,2,6
2.21,8.45,3,7,7
0.9,6.18,3,4,6
0.41,4.74,1,7,4
1.51,7.28,6,2,5
1.01,6.37,6,1,6
1.63,7.6,1,6,6
1.2,6.78,1,4,6
0.96,6.27,6,5,4
0.72,5.91,2,2,6
0.28,4.24,2,5,4
1.51,7.33,3,3,4
0.51,5.22,3,2,7
0.32,4.34,2,2,7
1.18,6.87,3,3,6
2.14,8.36,1,1,7
0.54,5.28,2,5,6
0.58,5.47,2,2,4
1.05,6.54,1,2,5
2.07,8.12,2,6,7
1.5,7.32,3,2,6
1.51,7.39,5,2,6
0.43,4.87,2,4,6
0.3,4.24,6,5,6
0.36,4.62,2,3,5
1.1,6.6,1,4,5
1.01,6.35,6,6,7
0.91,6.25,2,6,5
0.31,4.36,2,4,3
1.15,6.68,3,5,7
0.32,4.44,2,5,6
0.71,5.63,6,4,6
0.85,6.11,2,7,5
1.02,6.35,6,1,6
1.01,6.52,1,2,5
1.0,6.52,5,3,6
1.04,6.61,3,3,5
1.24,6.94,3,5,6
1.52,7.32,1,7,4
0.56,5.33,2,3,7
1.61,7.56,2,3,5
1.58,7.53,2,6,2
0.31,4.32,1,4,4
0.33,4.5,3,4,2
0.3,4.46,2,3,1
0.28,4.16,6,2,4
0.52,5.23,3,4,6
0.36,4.56,2,2,5
1.27,6.74,6,5,7
0.33,4.48,2,5,4
1.01,6.56,1,5,6
0.51,5.19,2,1,5
2.01,8.02,3,7,6
1.07,6.49,6,4,6
0.31,4.37,2,2,1
2.02,8.11,2,6,6
0.46,4.92,6,1,5
0.59,5.43,3,6,5
0.7,5.57,5,3,7
0.32,4.51,3,3,5
1.28,6.78,6,5,7
0.54,5.23,3,3,6
1.21,6.81,3,3,7
1.01,6.35,3,6,8
0.69,5.68,6,6,4
1.05,6.55,2,4,5
0.71,5.76,2,6,2
0.51,5.1,2,1,5
1.02,6.46,6,3,7
1.1,6.64,2,3,4
0.36,4.6,3,4,3
1.52,7.0,5,6,8
1.25,7.02,2,6,6
1.28,6.94,2,4,5
1.04,6.43,6,3,5
1.01,6.46,2,3,4
1.47,6.94,5,3,7
1.16,6.76,2,2,6
0.32,4.41,2,2,5
1.25,6.97,2,5,5
1.01,6.43,2,3,5
1.35,7.05,2,6,6
0.52,5.16,3,5,3
0.31,4.28,3,3,6
0.39,4.63,1,5,3
2.32,8.43,1,6,7
0.3,4.31,2,2,4
1.51,7.33,1,5,6
0.92,6.25,2,2,6
0.71,5.64,3,4,5
0.24,4.08,3,3,2
0.78,5.94,1,3,6
0.73,5.73,1,3,6
0.32,4.47,1,4,1
0.92,6.24,2,2,6
0.42,4.78,2,4,4
0.7,5.77,2,7,4
0.4,4.69,2,2,6
0.3,4.34,2,2,4
1.01,6.44,2,1,2
0.44,4.88,1,2,4
1.5,7.3,1,2,7
0.75,5.85,1,2,5
0.32,4.44,2,2,5
1.01,6.41,2,5,6
0.32,4.42,2,5,3
0.3,4.26,1,5,2
1.14,6.83,1,2,3
1.11,6.76,2,4,7
1.64,7.51,1,3,6
1.01,6.4,1,1,6
0.4,4.84,3,3,2
1.09,6.58,2,7,5
1.62,7.61,2,6,4
1.32,7.05,2,3,6
0.3,4.31,2,2,3
1.28,7.05,1,5,6
1.78,7.88,2,3,5
0.3,4.3,2,1,4
0.77,5.97,3,3,2
0.5,5.13,2,2,4
0.3,4.31,3,2,5
0.3,4.36,2,3,1
0.3,4.24,3,6,4
0.31,4.42,2,5,6
0.35,4.57,3,3,7
0.33,4.41,1,4,3
0.41,4.64,6,5,5
1.7,7.58,3,6,6
1.64,7.52,3,7,7
0.84,6.15,2,4,4
0.54,5.36,3,2,6
0.55,5.29,2,1,3
0.61,5.58,2,1,3
0.52,5.22,3,3,2
0.31,4.32,1,4,5
0.65,5.63,1,1,3
0.32,4.53,6,2,5
0.34,4.57,1,2,7
0.52,5.17,2,3,7
1.41,7.12,6,5,5
0.4,4.7,1,4,6
0.78,5.97,3,2,6
1.57,7.43,3,7,5
0.9,6.13,3,5,6
1.01,6.47,2,3,4
0.32,4.43,2,1,4
0.53,5.24,2,7,5
0.9,6.08,6,2,6
0.4,4.73,1,3,3
1.05,6.55,2,3,3
1.07,6.55,2,2,3
1.5,7.46,6,3,5
0.31,4.3,2,1,7
0.43,4.78,1,4,3
0.87,6.12,2,3,6
1.3,6.95,2,4,7
0.5,5.06,1,3,6
0.41,4.8,2,4,1
1.52,7.4,2,1,6
1.01,6.41,3,3,5
1.16,6.73,2,4,5
0.34,4.45,6,5,6
1.01,6.36,3,3,4
1.01,6.43,1,2,7
0.41,4.7,3,4,7
1.07,6.58,3,4,7
1.5,6.9,5,5,8
0.32,4.46,2,4,1
1.01,6.32,1,5,6
1.01,6.37,1,2,6
0.42,4.85,2,1,7
0.55,5.28,3,2,4
1.01,6.3,6,1,7
0.91,6.34,2,3,7
0.33,4.43,2,2,5
0.32,4.43,2,2,5
0.4,4.76,2,3,6
0.52,5.16,2,1,5
0.53,5.29,1,1,6
1.2,6.79,2,5,6
0.54,5.23,2,1,5
0.73,5.79,2,3,7
0.33,4.53,3,5,5
0.76,5.84,2,5,6
0.52,5.18,2,4,4
0.32,4.38,2,2,2
0.3,4.32,2,4,4
0.3,4.33,1,5,5
2.17,8.38,1,5,6
0.95,6.25,3,2,6
0.4,4.73,3,6,4
2.18,8.17,1,6,6
1.27,7.0,1,6,8
1.0,6.35,6,4,2
0.34,4.49,2,2,4
1.01,6.52,1,4,4
0.36,4.54,3,5,6
0.28,4.23,3,5,3
0.54,5.18,2,4,6
0.71,5.75,2,6,6
1.01,6.38,3,4,7
0.23,3.95,1,2,2
1.0,6.4,3,5,6
1.41,7.28,2,3,2
0.32,4.42,1,3,5
1.54,7.38,1,3,5
1.27,7.0,2,5,6
0.52,5.28,3,4,4
0.39,4.75,2,6,1
0.81,5.92,2,6,6
2.01,7.95,6,6,7
1.0,6.49,1,6,6
0.73,5.72,3,1,5
1.24,6.91,1,5,6
1.32,6.97,1,2,8
0.5,5.13,2,2,3
2.01,7.97,3,5,4
0.91,6.35,3,3,6
0.7,5.7,2,3,4
0.31,4.28,3,4,3
0.73,5.81,2,1,5
0.41,4.76,2,2,5
0.28,4.28,3,5,2
0.31,4.36,3,4,4
0.57,5.34,1,1,6
1.58,7.43,1,4,4
0.35,4.46,3,4,6
0.91,6.09,1,3,7
0.96,6.51,3,2,5
0.45,4.63,5,3,6
0.34,4.44,1,3,5
0.51,5.13,2,2,5
0.71,5.77,2,2,5
0.56,5.36,3,4,5
0.41,4.76,2,3,5
0.52,5.18,2,3,4
1.01,6.54,3,3,4
1.01,6.4,1,6,7
0.31,4.32,1,6,6
0.32,4.35,1,7,5
0.51,5.07,1,4,7
0.7,5.64,3,4,3
1.12,6.56,6,6,7
0.31,4.36,1,4,4
0.39,4.74,2,2,1
0.39,4.71,1,3,4
2.38,8.49,1,7,5
0.3,4.22,1,3,5
0.76,5.85,1,2,6
0.33,4.41,2,2,6
0.3,4.25,1,1,5
0.47,4.94,1,5,4
1.0,6.38,3,2,5
1.01,6.45,2,2,4
1.24,6.89,1,6,3
1.84,8.01,1,5,6
0.74,5.86,2,6,5
0.32,4.4,2,1,2
0.31,4.4,2,6,5
0.71,5.63,1,5,5
2.04,8.05,1,4,7
0.7,5.65,1,3,7
1.01,6.34,3,4,5
0.5,5.08,3,3,5
0.56,5.33,2,1,6
0.25,4.05,3,3,4
1.05,6.69,3,5,6
0.41,4.81,2,6,1
1.51,7.36,3,4,4
2.1,8.21,3,7,5
1.04,6.68,6,3,7
2.03,8.08,1,7,7
0.52,5.1,3,3,4
0.23,4.0,3,3,3
1.23,6.82,2,5,7
0.7,5.69,2,6,3
1.15,6.64,3,7,7
0.43,4.89,2,4,2
0.3,4.33,2,2,3
0.38,4.67,3,3,7
1.51,7.41,1,2,6
0.54,5.34,3,4,6
0.3,4.31,2,5,3
0.7,5.62,1,1,4
0.5,5.06,6,6,4
1.08,6.56,2,4,7
0.36,4.56,1,1,7
0.92,6.35,1,3,7
1.0,6.33,1,1,7
1.56,7.48,2,3,6
0.35,4.55,2,1,5
1.02,6.54,2,7,5
0.9,6.15,1,4,5
1.53,7.41,1,6,5
0.81,5.97,3,2,6
1.35,7.11,1,4,7
0.51,5.18,1,1,6
1.0,6.3,2,3,5
